User ID,Birthdate,City,State,Zip,Available Points,Total Points Earned,Points Spent,Joined On,Last Seen,Tags
3160,,,,,5330,5330,0,8/19/2021 13:40,4/10/2022 17:48,ClassOf2025|MBBvsDuke
3161,,,,,2660,2660,0,8/19/2021 13:43,4/9/2022 14:46,ClassOf2025|MBBvsDuke
3162,,,,,650,650,0,8/19/2021 13:52,3/16/2022 15:44,ClassOf2025|MBBvsDuke
3163,,,,,5780,5780,0,8/19/2021 13:53,4/19/2022 18:58,ClassOf2025|MBBvsDuke
3164,,,,,1860,2360,500,8/19/2021 14:00,5/4/2022 12:01,ClassOf2025|MBBvsDuke|Student
3165,5/25/2003,,,,2790,2790,0,8/19/2021 14:07,6/22/2022 15:47,ClassOf2025
3166,10/18/2002,,,,4800,4800,0,8/19/2021 14:08,5/16/2022 16:14,ClassOf2025
3167,2/12/2003,Waxhaw,North Carolina,28173,1160,1160,0,8/19/2021 14:12,2/7/2022 21:01,ClassOf2025
3167,2/12/2003,Waxhaw,North Carolina,28173,1160,1160,0,8/19/2021 14:12,2/7/2022 21:01,ClassOf2025
3168,12/12/2002,,,,1870,1870,0,8/19/2021 14:12,5/1/2022 15:14,ClassOf2025|MBBvsDuke
3169,9/20/2003,,,,1090,1090,0,8/19/2021 14:28,5/8/2022 15:49,ClassOf2025
3170,,,,,850,850,0,8/19/2021 14:30,3/2/2022 21:01,ClassOf2025
3171,6/29/2003,,,,450,450,0,8/19/2021 14:36,10/2/2021 10:28,ClassOf2025
3172,,,,,820,820,0,8/19/2021 14:46,5/6/2022 12:45,ClassOf2025
3173,1/5/2003,,,,1600,1600,0,8/19/2021 14:50,1/28/2022 17:58,ClassOf2025
3174,8/1/2003,,,,1510,1510,0,8/19/2021 14:59,4/15/2022 14:04,ClassOf2025
3175,11/8/2002,,,,2870,2870,0,8/19/2021 15:00,1/22/2022 16:56,ClassOf2025
3176,4/25/2003,,,,1090,1090,0,8/19/2021 15:00,5/8/2022 9:21,ClassOf2025|MBBvsDuke
3177,,,,,2330,3330,1000,8/19/2021 15:00,6/30/2022 20:24,ClassOf2025
3178,3/16/2003,,,,3310,3310,0,8/19/2021 15:00,6/13/2022 23:01,ClassOf2025
3179,6/27/2003,,,,3435,3435,0,8/19/2021 15:01,1/21/2022 17:28,ClassOf2025|MBBvsDuke
3180,11/29/2002,Libertyville,Illinois,60048,3455,4455,1000,8/19/2021 15:02,5/4/2022 0:04,ClassOf2025
3181,,,,,750,750,0,8/19/2021 15:02,3/3/2022 1:00,ClassOf2025
3182,,,,,470,470,0,8/19/2021 15:22,4/11/2022 22:56,ClassOf2025
3183,,,,,1970,2470,500,8/19/2021 15:31,5/18/2022 4:31,ClassOf2025
3184,12/30/2002,,,,2090,2090,0,8/19/2021 15:39,6/30/2022 21:11,ClassOf2025|MBBvsDuke
3185,9/16/2002,,,,2090,2090,0,8/19/2021 15:48,4/15/2022 20:42,ClassOf2025
3186,,,,,920,920,0,8/19/2021 15:50,5/2/2022 10:01,ClassOf2025
3187,,,,,1670,1670,0,8/19/2021 15:57,4/9/2022 18:22,ClassOf2025
3188,11/18/2002,,,,910,910,0,8/19/2021 16:02,4/18/2022 18:02,ClassOf2025
3189,,,,,350,850,500,8/19/2021 16:25,3/15/2022 16:42,ClassOf2025
3190,,,,,770,770,0,8/19/2021 16:39,4/24/2022 11:32,ClassOf2025
3191,,,,,1000,1000,0,8/19/2021 16:39,2/26/2022 18:53,ClassOf2025|MBBvsDuke
3192,,,,,810,810,0,8/19/2021 16:39,4/11/2022 14:02,ClassOf2025
3193,,,,,1660,1660,0,8/19/2021 16:44,4/10/2022 13:51,ClassOf2025
3194,,,,,650,650,0,8/19/2021 16:47,9/18/2021 13:51,ClassOf2025
3195,2/8/2003,,,,1250,1250,0,8/19/2021 16:48,3/18/2022 7:19,ClassOf2025|MBBvsDuke
3196,2/4/2003,,,,3310,3310,0,8/19/2021 16:51,3/6/2022 11:06,ClassOf2025|MBBvsDuke
3197,,,,,650,650,0,8/19/2021 16:57,2/26/2022 18:51,ClassOf2025|MBBvsDuke
3198,,,,,920,1920,1000,8/19/2021 17:07,3/2/2022 11:29,ClassOf2025|Student
3199,,,,,460,960,500,8/19/2021 17:19,4/15/2022 17:30,ClassOf2025
3200,1/14/2003,,,,1250,1250,0,8/19/2021 17:19,2/18/2022 13:00,ClassOf2025
3201,,,,,350,350,0,8/19/2021 17:22,3/11/2022 10:30,ClassOf2025
3202,,,,,1320,1320,0,8/19/2021 17:26,3/9/2022 19:33,ClassOf2025
3203,8/1/2002,Weston,MA,2493,4990,6990,2000,8/19/2021 17:44,4/18/2022 10:58,ClassOf2025|MBBvsDuke
3204,7/17/2002,,,,410,910,500,8/19/2021 17:47,6/3/2022 14:24,ClassOf2025|MBBvsDuke
3205,,,,,2330,2830,500,8/19/2021 18:00,3/2/2022 20:53,ClassOf2025
3206,6/30/2003,,,,7290,7290,0,8/19/2021 18:07,4/19/2022 17:32,ClassOf2025|MBBvsDuke
3207,,,,,5010,5010,0,8/19/2021 18:09,5/3/2022 13:00,ClassOf2025|MBBvsDuke
3208,,,,,1330,1330,0,8/19/2021 18:13,4/29/2022 18:16,ClassOf2025|Student
3209,12/16/2002,,,,2860,2860,0,8/19/2021 18:14,4/12/2022 20:33,ClassOf2025
3210,5/9/2002,,,,5360,5360,0,8/19/2021 18:30,2/2/2022 19:44,ClassOf2025|MBBvsDuke
3211,6/23/2003,,,,1440,1940,500,8/19/2021 18:32,2/26/2022 19:11,ClassOf2025
3212,,,,,3170,3170,0,8/19/2021 18:34,2/2/2022 19:20,ClassOf2025|MBBvsDuke
3213,3/15/2003,,,,7670,8170,500,8/19/2021 18:34,5/11/2022 13:01,ClassOf2025|MBBvsDuke
3214,2/8/2003,,,,2700,2700,0,8/19/2021 18:36,5/4/2022 12:03,ClassOf2025
3215,3/28/2003,,,,3090,3090,0,8/19/2021 18:41,6/30/2022 19:43,ClassOf2025
3216,,,,,3960,3960,0,8/19/2021 18:48,4/18/2022 18:01,ClassOf2025
3217,,,,,2330,2330,0,8/19/2021 18:55,5/10/2022 17:15,ClassOf2025
3218,,,,,910,910,0,8/19/2021 18:56,4/18/2022 10:58,ClassOf2025
3219,,,,,1600,1600,0,8/19/2021 18:57,3/2/2022 11:30,ClassOf2025|MBBvsDuke
3220,,,,,850,850,0,8/19/2021 18:57,3/16/2022 3:19,ClassOf2025
3221,,,,,1810,1810,0,8/19/2021 18:59,4/16/2022 18:05,ClassOf2025
3222,,,,,700,700,0,8/19/2021 19:03,1/12/2022 18:53,ClassOf2025
3223,,,,,2160,2160,0,8/19/2021 19:03,1/22/2022 19:22,ClassOf2025|MBBvsDuke
3224,8/18/2003,,,,5190,5190,0,8/19/2021 19:05,4/18/2022 18:01,ClassOf2025
3225,,,,,5520,5520,0,8/19/2021 19:06,3/19/2022 16:22,ClassOf2025
3226,8/23/2002,Louisville,Kentucky,40222,5750,5750,0,8/19/2021 19:06,3/17/2022 10:03,ClassOf2025|MBBvsDuke
3227,3/27/2003,,,,1460,1460,0,8/19/2021 19:13,4/13/2022 9:40,ClassOf2025
3228,,,,,3885,3885,0,8/19/2021 19:15,6/23/2022 9:41,ClassOf2025|MBBvsDuke
3229,,,,,1170,1170,0,8/19/2021 19:20,5/10/2022 18:05,ClassOf2025
3230,,,,,6150,6150,0,8/19/2021 19:22,2/25/2022 9:15,ClassOf2025|MBBvsDuke
3231,,,,,1310,1810,500,8/19/2021 19:30,6/8/2022 22:26,ClassOf2025|MBBvsDuke
3232,,,,,600,600,0,8/19/2021 19:37,3/14/2022 10:26,ClassOf2025
3233,,,,,3230,3230,0,8/19/2021 19:40,3/8/2022 14:05,ClassOf2025
3234,,,,,1000,1000,0,8/19/2021 19:53,2/4/2022 14:51,ClassOf2025
3235,11/8/2002,,,,5815,5815,0,8/19/2021 19:53,5/26/2022 8:28,ClassOf2025|MBBvsDuke
3236,,,,,9355,9355,0,8/19/2021 19:54,4/9/2022 18:03,ClassOf2025
3237,10/26/2002,,,,2430,2430,0,8/19/2021 20:04,4/23/2022 21:17,ClassOf2025
3238,4/11/2003,Nashville,Tennessee,37205,8090,8090,0,8/19/2021 20:05,4/18/2022 10:57,ClassOf2025|MBBvsDuke
3239,,,,,2090,2090,0,8/19/2021 20:06,5/10/2022 18:56,ClassOf2025|MBBvsDuke
3240,,,,,1310,2310,1000,8/19/2021 20:10,6/4/2022 18:10,ClassOf2025
3241,,,,,1550,1550,0,8/19/2021 20:12,2/26/2022 18:46,ClassOf2025
3242,11/19/2002,,,,3050,3050,0,8/19/2021 20:15,3/19/2022 15:29,ClassOf2025
3243,,,,,1630,1630,0,8/19/2021 20:15,7/1/2022 1:19,ClassOf2025|Student
3244,,,,,810,810,0,8/19/2021 20:16,1/22/2022 21:41,ClassOf2025
3245,10/10/2003,,,,8950,9450,500,8/19/2021 20:23,7/1/2022 8:25,ClassOf2025|MBBvsDuke|Student
3246,7/9/2003,,,,530,1530,1000,8/19/2021 20:29,4/19/2022 12:51,ClassOf2025
3247,,,,,1100,1100,0,8/19/2021 20:30,1/22/2022 21:56,ClassOf2025
3248,,,,,4850,4850,0,8/19/2021 20:32,3/20/2022 10:32,ClassOf2025|MBBvsDuke
3249,,,,,610,610,0,8/19/2021 20:43,3/2/2022 15:27,ClassOf2025
3250,,,,,450,450,0,8/19/2021 20:43,2/16/2022 8:25,ClassOf2025
3251,,,,,450,450,0,8/19/2021 20:47,2/22/2022 10:57,ClassOf2025
3252,,,,,500,500,0,8/19/2021 20:49,3/26/2022 20:12,ClassOf2025
3253,,,,,710,710,0,8/19/2021 21:01,4/10/2022 18:28,ClassOf2025
3254,11/21/2002,,,,1550,1550,0,8/19/2021 23:01,1/22/2022 11:38,ClassOf2025|MBBvsDuke
3255,,,,,350,350,0,8/19/2021 23:07,1/17/2022 17:06,ClassOf2025
3256,,,,,450,450,0,8/19/2021 23:14,4/2/2022 15:22,ClassOf2025
3257,,,,,3440,3440,0,8/19/2021 23:19,3/19/2022 16:20,ClassOf2025
3258,7/17/2003,,,,1510,1510,0,8/20/2021 8:06,3/25/2022 14:07,ClassOf2025
3259,11/19/2002,,,,690,1690,1000,8/20/2021 8:24,2/26/2022 11:56,ClassOf2025|MBBvsDuke
3260,3/7/1995,,,,1650,1650,0,8/20/2021 9:13,4/3/2022 12:43,GraduateStudent
3261,1/3/2003,,,,5020,5520,500,8/20/2021 9:40,4/16/2022 13:38,ClassOf2025
3262,,,,,760,760,0,8/20/2021 9:44,4/13/2022 9:34,ClassOf2025
3263,10/22/2002,,,,6070,6070,0,8/20/2021 9:56,4/9/2022 17:34,ClassOf2025|MBBvsDuke
3264,,,,,2720,2720,0,8/20/2021 11:30,6/30/2022 17:07,ClassOf2025|MBBvsDuke
3265,1/17/2003,,,,400,400,0,8/20/2021 12:32,1/22/2022 20:00,ClassOf2025
3266,,,,,300,300,0,8/20/2021 12:36,3/2/2022 13:07,ClassOf2025
3267,2/17/2003,Gainesville,Florida,32608,1540,1540,0,8/20/2021 12:41,1/21/2022 17:41,ClassOf2025
3268,7/22/2003,,,,2990,2990,0,8/20/2021 12:48,4/13/2022 10:59,ClassOf2025
3269,,,,,1965,1965,0,8/20/2021 12:56,3/4/2022 22:22,ClassOf2025
3270,2/6/2003,,,,1020,1020,0,8/20/2021 13:05,5/11/2022 13:05,ClassOf2025|MBBvsDuke
3271,9/5/2003,,,,2150,2150,0,8/20/2021 13:19,3/18/2022 6:45,ClassOf2025
3272,1/31/2003,,,,2350,8350,6000,8/20/2021 13:23,7/1/2022 7:55,ClassOf2025|Student
3273,,,,,600,600,0,8/20/2021 13:48,3/19/2022 15:39,ClassOf2025
3274,,,,,1770,1770,0,8/20/2021 13:49,3/6/2022 12:39,ClassOf2025|MBBvsDuke
3275,,,,,1590,3590,2000,8/20/2021 13:51,3/30/2022 12:02,ClassOf2025|MBBvsDuke
3276,,,,,1840,2340,500,8/20/2021 13:52,5/4/2022 9:10,ClassOf2025|MBBvsDuke
3277,,,,,2720,2720,0,8/20/2021 14:01,5/6/2022 15:07,ClassOf2025|MBBvsDuke
3278,,,,,1550,1550,0,8/20/2021 14:26,3/15/2022 20:04,ClassOf2025|MBBvsDuke
3279,,,,,650,650,0,8/20/2021 14:30,2/27/2022 16:02,ClassOf2025
3280,,,,,300,300,0,8/20/2021 14:33,10/30/2021 14:51,ClassOf2025
3281,2/2/2003,,,,1100,1100,0,8/20/2021 14:46,1/12/2022 15:00,ClassOf2025
3282,11/19/2002,,,,1290,1290,0,8/20/2021 15:53,4/8/2022 21:52,ClassOf2025|MBBvsDuke
3283,11/28/2001,,,,1500,1500,0,8/20/2021 16:49,11/23/2021 10:01,ClassOf2024
3284,,,,,1210,1710,500,8/20/2021 16:51,4/10/2022 13:16,ClassOf2025|MBBvsDuke
3285,,,,,5670,5670,0,8/20/2021 17:05,4/12/2022 22:39,ClassOf2025|MBBvsDuke
3286,6/27/2003,,,,4120,4120,0,8/20/2021 17:10,2/2/2022 16:33,ClassOf2025|MBBvsDuke
3287,,,,,300,300,0,8/20/2021 17:35,2/21/2022 17:19,ClassOf2025
3288,,,,,1600,2000,400,8/20/2021 17:53,2/19/2022 11:56,ClassOf2025
3289,,,,,300,300,0,8/20/2021 18:12,1/11/2022 23:30,ClassOf2025
3290,,,,,730,730,0,8/20/2021 18:13,4/8/2022 19:16,ClassOf2025
3291,,,,,4560,4560,0,8/20/2021 18:23,5/24/2022 19:31,ClassOf2025|MBBvsDuke
3292,,,,,550,550,0,8/20/2021 18:35,2/26/2022 18:50,ClassOf2025
3293,,,,,300,300,0,8/20/2021 18:36,1/16/2022 13:27,ClassOf2025
3294,,,,,0,1000,1000,8/20/2021 18:36,1/22/2022 19:00,ClassOf2025
3295,7/3/2003,,,,4710,4710,0,8/20/2021 18:40,6/30/2022 16:48,ClassOf2025|MBBvsDuke
3296,8/21/2021,,,,1810,1810,0,8/20/2021 18:52,2/25/2022 14:57,ClassOf2025
3297,,,,,350,350,0,8/20/2021 19:39,4/2/2022 17:13,ClassOf2025
3298,4/11/2003,,,,4620,4620,0,8/20/2021 20:40,5/30/2022 0:16,ClassOf2025|MBBvsDuke
3299,7/31/2002,,,,2260,2260,0,8/20/2021 20:46,2/19/2022 12:24,ClassOf2025
3300,,,,,350,350,0,8/20/2021 20:48,2/28/2022 15:31,ClassOf2025
3301,,,,,2290,2290,0,8/20/2021 20:51,4/16/2022 16:21,ClassOf2025
3302,,,,,2440,2440,0,8/20/2021 21:12,5/6/2022 19:00,ClassOf2025|MBBvsDuke
3303,,,,,300,300,0,8/20/2021 21:25,3/18/2022 17:18,ClassOf2025
3304,,,,,650,1650,1000,8/20/2021 21:44,2/26/2022 18:37,ClassOf2025|MBBvsDuke
3305,11/22/2002,,,,2180,2180,0,8/20/2021 22:35,4/10/2022 16:05,ClassOf2025|MBBvsDuke
3306,,,,,1160,1160,0,8/20/2021 22:35,2/18/2022 0:47,ClassOf2025
3307,,,,,810,810,0,8/20/2021 22:54,4/24/2022 11:55,ClassOf2025
3308,12/12/2002,,,,400,400,0,8/20/2021 23:09,2/12/2022 10:52,ClassOf2025
3309,,,,,300,300,0,8/20/2021 23:10,1/12/2022 19:10,ClassOf2025
3310,5/14/2003,,,,6590,6590,0,8/20/2021 23:11,6/17/2022 12:42,ClassOf2025|MBBvsDuke
3311,,,,,350,350,0,8/21/2021 0:19,3/1/2022 16:47,ClassOf2025
3312,,,,,1310,1810,500,8/21/2021 0:45,1/22/2022 19:58,ClassOf2025|MBBvsDuke
3313,,,,,2050,2050,0,8/21/2021 9:47,1/22/2022 13:38,ClassOf2025|MBBvsDuke
3314,,,,,1600,1600,0,8/21/2021 10:28,3/19/2022 19:32,ClassOf2025
3315,,,,,5540,5540,0,8/21/2021 10:30,4/19/2022 19:17,ClassOf2025|MBBvsDuke
3316,,,,,750,750,0,8/21/2021 10:41,4/5/2022 14:05,ClassOf2025|MBBvsDuke
3317,,,,,3280,3280,0,8/21/2021 10:46,3/1/2022 21:38,ClassOf2025|MBBvsDuke
3318,,Potomac,MD,20854,6380,6380,0,8/21/2021 11:09,5/11/2022 14:42,ClassOf2025|MBBvsDuke
3319,,,,,1560,1560,0,8/21/2021 11:30,2/12/2022 9:32,ClassOf2025
3320,,,,,520,520,0,8/21/2021 11:38,6/24/2022 21:07,ClassOf2024
3321,,,,,1010,1010,0,8/21/2021 12:13,11/26/2021 17:26,ClassOf2025
3322,,,,,750,750,0,8/21/2021 12:23,1/12/2022 18:14,ClassOf2025
3323,,,,,2060,2060,0,8/21/2021 12:25,2/21/2022 11:25,ClassOf2025|MBBvsDuke
3324,,,,,8170,8170,0,8/21/2021 12:37,5/4/2022 19:21,ClassOf2025|MBBvsDuke
3325,9/28/2003,,,,4400,4400,0,8/21/2021 12:43,2/25/2022 20:15,ClassOf2025|MBBvsDuke
3326,9/26/2003,,,,2930,4930,2000,8/21/2021 12:44,4/19/2022 17:04,ClassOf2025|MBBvsDuke
3327,2/6/2003,,,,3060,3060,0,8/21/2021 12:56,5/21/2022 22:15,ClassOf2025
3328,,,,,2700,2700,0,8/21/2021 13:01,3/31/2022 19:04,ClassOf2025
3329,,,,,6940,6940,0,8/21/2021 13:01,5/9/2022 18:09,ClassOf2025|MBBvsDuke
3330,,,,,1885,1885,0,8/21/2021 13:08,4/18/2022 21:40,ClassOf2025
3331,5/2/2003,,,,2435,2435,0,8/21/2021 13:08,5/2/2022 10:02,ClassOf2025|MBBvsDuke
3332,6/12/2003,,,,2235,2235,0,8/21/2021 13:09,5/3/2022 20:41,ClassOf2025
3333,2/28/2003,,,,7525,7525,0,8/21/2021 13:26,5/7/2022 11:16,ClassOf2025|MBBvsDuke
3334,,,,,300,300,0,8/21/2021 13:27,3/29/2022 16:08,ClassOf2025
3335,,,,,490,490,0,8/21/2021 13:29,5/27/2022 15:01,ClassOf2025
3336,,,,,810,810,0,8/21/2021 13:30,4/10/2022 9:27,ClassOf2025
3337,,,,,280,780,500,8/21/2021 13:32,4/27/2022 3:16,ClassOf2025
3338,9/24/2002,,,,400,400,0,8/21/2021 13:33,3/17/2022 10:08,ClassOf2025
3339,,,,,1250,1250,0,8/21/2021 13:42,3/10/2022 22:48,ClassOf2025|MBBvsDuke
3340,,,,,2110,2110,0,8/21/2021 13:43,2/26/2022 18:46,ClassOf2025
3341,,,,,3850,3850,0,8/21/2021 13:44,5/7/2022 14:16,ClassOf2025
3342,,,,,850,850,0,8/21/2021 13:51,3/9/2022 11:13,ClassOf2025
3343,,,,,2470,2470,0,8/21/2021 13:53,5/26/2022 20:06,ClassOf2025|MBBvsDuke
3344,,,,,230,730,500,8/21/2021 14:25,6/30/2022 13:10,ClassOf2025
3345,10/29/2002,,,,3960,4460,500,8/21/2021 14:32,5/2/2022 18:00,ClassOf2025|MBBvsDuke
3346,,,,,10575,10575,0,8/21/2021 15:40,5/1/2022 13:10,ClassOf2025|MBBvsDuke
3347,,,,,5830,5830,0,8/21/2021 15:47,5/12/2022 13:10,ClassOf2025
3348,,,,,1010,1010,0,8/21/2021 16:12,4/16/2022 13:55,ClassOf2025|MBBvsDuke
3349,10/31/2002,,,,1520,1520,0,8/21/2021 16:14,5/20/2022 14:59,ClassOf2025
3350,3/8/2003,Winston-Salem,North Carolina,27109,3560,3560,0,8/21/2021 16:19,4/18/2022 12:13,ClassOf2025|MBBvsDuke
3350,3/8/2003,Winston-Salem,North Carolina,27109,3560,3560,0,8/21/2021 16:19,4/18/2022 12:13,ClassOf2025|MBBvsDuke
3351,10/17/2003,,,,3435,3435,0,8/21/2021 16:26,5/3/2022 13:01,ClassOf2025
3352,,,,,2390,2390,0,8/21/2021 16:27,3/2/2022 15:34,ClassOf2025|MBBvsDuke
3353,,,,,4370,4370,0,8/21/2021 16:40,4/8/2022 20:06,ClassOf2025|MBBvsDuke
3354,,,,,700,700,0,8/21/2021 16:43,3/15/2022 10:46,ClassOf2025
3355,,,,,4860,4860,0,8/21/2021 17:04,4/10/2022 9:41,ClassOf2025|MBBvsDuke
3356,,,,,1980,1980,0,8/21/2021 17:05,4/30/2022 22:55,ClassOf2025|MBBvsDuke
3357,2/17/2003,,,,2000,2000,0,8/21/2021 17:05,3/22/2022 11:44,ClassOf2025|MBBvsDuke
3358,,,,,1160,1160,0,8/21/2021 17:05,4/22/2022 20:41,ClassOf2025
3359,,,,,1450,1450,0,8/21/2021 17:25,4/19/2022 12:00,ClassOf2025
3360,7/28/2003,,,,660,660,0,8/21/2021 17:41,4/19/2022 17:32,ClassOf2025
3361,2/6/2003,Nashville,TN,37204,5280,5280,0,8/21/2021 17:45,7/1/2022 6:49,ClassOf2025|MBBvsDuke
3362,,,,,550,1050,500,8/21/2021 17:52,1/18/2022 22:06,ClassOf2025|MBBvsDuke
3363,,,,,1630,1630,0,8/21/2021 17:53,2/25/2022 18:47,ClassOf2025
3364,,,,,610,1110,500,8/21/2021 17:54,4/8/2022 12:16,ClassOf2025
3365,,,,,2390,2390,0,8/21/2021 17:54,5/4/2022 14:37,ClassOf2025|MBBvsDuke
3366,,,,,1180,1180,0,8/21/2021 17:54,4/20/2022 23:28,ClassOf2025|MBBvsDuke
3367,,,,,310,310,0,8/21/2021 17:54,4/10/2022 20:22,ClassOf2025
3368,,,,,700,700,0,8/21/2021 17:56,3/27/2022 0:03,ClassOf2025|MBBvsDuke
3369,,,,,1320,1320,0,8/21/2021 17:58,6/30/2022 8:29,ClassOf2025
3370,,,,,2800,2800,0,8/21/2021 17:59,4/15/2022 16:50,ClassOf2025
3371,,,,,2560,2560,0,8/21/2021 18:00,3/8/2022 12:07,ClassOf2025
3372,,,,,3855,3855,0,8/21/2021 18:01,6/30/2022 20:40,ClassOf2025|MBBvsDuke
3373,11/11/2002,,,,9965,9965,0,8/21/2021 18:07,4/9/2022 14:45,ClassOf2025|MBBvsDuke|Student
3374,1/8/2003,,,,1360,1360,0,8/21/2021 18:14,1/21/2022 16:14,ClassOf2025|MBBvsDuke
3375,,,,,1910,1910,0,8/21/2021 18:14,5/9/2022 18:03,ClassOf2025|MBBvsDuke
3376,,,,,1930,1930,0,8/21/2021 18:21,4/27/2022 9:17,ClassOf2025
3377,8/22/2003,,,,1300,1300,0,8/21/2021 18:22,2/1/2022 13:41,ClassOf2025
3378,7/10/2003,,,,8035,10035,2000,8/21/2021 18:23,5/6/2022 11:53,ClassOf2025|MBBvsDuke
3379,,,,,400,400,0,8/21/2021 18:24,3/25/2022 17:01,ClassOf2025
3380,,,,,650,650,0,8/21/2021 18:27,2/26/2022 19:19,ClassOf2025
3381,,,,,1150,1150,0,8/21/2021 18:27,2/16/2022 18:30,ClassOf2025
3382,,,,,2000,3000,1000,8/21/2021 18:27,3/24/2022 18:32,ClassOf2025
3383,,,,,2410,2410,0,8/21/2021 18:28,4/15/2022 20:55,ClassOf2025|MBBvsDuke|Student
3384,8/26/2003,,,,2350,2350,0,8/21/2021 18:30,4/30/2022 9:23,ClassOf2025|MBBvsDuke
3385,,,,,950,950,0,8/21/2021 18:32,5/4/2022 21:38,ClassOf2025
3386,,,,,1800,1800,0,8/21/2021 18:32,3/25/2022 19:09,ClassOf2025|MBBvsDuke
3387,11/5/2002,,,,2610,2610,0,8/21/2021 18:32,3/2/2022 21:43,ClassOf2025|MBBvsDuke
3388,,,,,1610,1610,0,8/21/2021 18:35,5/10/2022 18:46,ClassOf2025|MBBvsDuke
3389,6/30/2003,,,,1750,1750,0,8/21/2021 18:35,1/23/2022 21:18,ClassOf2025|MBBvsDuke
3390,12/6/2002,,,,4610,4610,0,8/21/2021 18:37,7/1/2022 6:37,ClassOf2025
3391,4/23/2003,,,,2760,2760,0,8/21/2021 18:37,3/25/2022 17:57,ClassOf2025|MBBvsDuke
3392,,,,,1430,1430,0,8/21/2021 18:39,5/7/2022 18:22,ClassOf2025
3393,,,,,450,450,0,8/21/2021 18:40,1/22/2022 11:55,ClassOf2025
3394,,,,,5835,5835,0,8/21/2021 18:42,6/9/2022 10:40,ClassOf2025|MBBvsDuke
3395,,,,,2730,2730,0,8/21/2021 18:42,4/25/2022 15:53,ClassOf2025
3396,6/19/2003,Westport,CT,6880,4155,4655,500,8/21/2021 18:43,5/10/2022 16:43,ClassOf2025
3397,,,,,1760,1760,0,8/21/2021 18:43,3/15/2022 17:21,ClassOf2025
3398,,,,,2470,3470,1000,8/21/2021 18:44,5/31/2022 15:03,ClassOf2025|MBBvsDuke
3399,,,,,350,350,0,8/21/2021 18:44,2/22/2022 10:03,ClassOf2025
3400,,,,,1970,1970,0,8/21/2021 18:45,5/7/2022 16:11,ClassOf2025|MBBvsDuke
3401,,,,,900,900,0,8/21/2021 18:45,2/27/2022 16:00,ClassOf2025
3402,,,,,5780,5780,0,8/21/2021 18:45,5/28/2022 10:50,ClassOf2025|MBBvsDuke
3403,11/23/2002,,,,6130,6630,500,8/21/2021 18:45,5/2/2022 18:06,ClassOf2025|MBBvsDuke
3404,1/28/2002,Westport,Connecticut,6880,4895,5395,500,8/21/2021 18:45,5/11/2022 0:22,ClassOf2025|MBBvsDuke
3405,,,,,470,970,500,8/21/2021 18:46,1/20/2022 17:23,ClassOf2025
3406,,,,,350,350,0,8/21/2021 18:46,2/1/2022 15:51,ClassOf2025
3407,,,,,1100,1100,0,8/21/2021 18:47,3/22/2022 10:45,ClassOf2025|MBBvsDuke
3408,,,,,860,860,0,8/21/2021 18:47,4/14/2022 11:03,ClassOf2025
3409,,,,,2150,2150,0,8/21/2021 18:48,4/1/2022 14:42,ClassOf2025|Student
3410,,,,,510,510,0,8/21/2021 18:48,2/3/2022 12:07,ClassOf2025
3411,,,,,1270,1770,500,8/21/2021 18:49,3/24/2022 18:33,ClassOf2025|MBBvsDuke
3412,,,,,960,1460,500,8/21/2021 18:49,4/26/2022 19:32,ClassOf2025
3413,,,,,600,600,0,8/21/2021 18:50,3/6/2022 17:52,ClassOf2025|MBBvsDuke
3414,,,,,1860,1860,0,8/21/2021 18:50,6/30/2022 18:30,ClassOf2025
3415,,,,,600,600,0,8/21/2021 18:50,1/21/2022 18:58,ClassOf2025|MBBvsDuke
3416,,,,,800,800,0,8/21/2021 18:50,11/13/2021 10:51,ClassOf2025
3417,4/30/2003,,,,4410,4410,0,8/21/2021 18:51,4/15/2022 20:47,ClassOf2025|MBBvsDuke
3418,,,,,7905,7905,0,8/21/2021 18:51,5/3/2022 20:56,ClassOf2025|MBBvsDuke
3419,,,,,1820,1820,0,8/21/2021 18:56,3/11/2022 23:26,ClassOf2025|MBBvsDuke
3420,,,,,2770,2770,0,8/21/2021 18:58,6/25/2022 1:57,ClassOf2025
3421,11/4/2002,,,,8110,8110,0,8/21/2021 18:59,6/30/2022 16:10,ClassOf2025|MBBvsDuke
3422,12/14/2002,,,,12325,13325,1000,8/21/2021 19:00,4/19/2022 16:02,ClassOf2025|MBBvsDuke
3423,5/28/2003,,,,6670,6670,0,8/21/2021 19:00,4/2/2022 18:22,ClassOf2025|MBBvsDuke
3424,,,,,960,960,0,8/21/2021 19:03,4/8/2022 9:14,ClassOf2025
3425,,,,,1080,1580,500,8/21/2021 19:04,2/25/2022 22:23,ClassOf2025|MBBvsDuke
3426,,,,,760,760,0,8/21/2021 19:04,10/30/2021 14:50,ClassOf2025
3427,,,,,610,1110,500,8/21/2021 19:04,2/18/2022 13:56,ClassOf2025|MBBvsDuke
3428,,,,,710,710,0,8/21/2021 19:05,4/10/2022 22:24,ClassOf2025
3429,,,,,1010,1010,0,8/21/2021 19:05,6/18/2022 15:49,ClassOf2025|MBBvsDuke
3430,,,,,330,330,0,8/21/2021 19:07,5/22/2022 19:04,ClassOf2025
3431,2/12/2003,,,,2800,2800,0,8/21/2021 19:10,5/18/2022 18:22,ClassOf2025|MBBvsDuke
